"MarkdownFile","ObsoleteRef","NewRef","Status"
"tests/legacy_root_tests/test_corrections_validation.py","tests/legacy_root_tests/test_corrections_validation.py","Fichier Markdown introuvable","Erreur"
"tests/legacy_root_tests/test_direct_corrections.py","tests/legacy_root_tests/test_direct_corrections.py","Fichier Markdown introuvable","Erreur"
"tests/legacy_root_tests/test_final_validation.py","tests/legacy_root_tests/test_final_validation.py","Fichier Markdown introuvable","Erreur"
"tests/legacy_root_tests/test_individual_error_handling.py","tests/legacy_root_tests/test_individual_error_handling.py","Fichier Markdown introuvable","Erreur"
"tests/test_informal_error_handling.py","tests/test_informal_error_handling.py","Fichier Markdown introuvable","Erreur"
"tests/legacy_root_tests/test_numpy_mock_correction.py","tests/legacy_root_tests/test_numpy_mock_correction.py","Fichier Markdown introuvable","Erreur"
"tests/legacy_root_tests/test_numpy_mock_correction.py","tests/legacy_root_tests/test_numpy_mock_correction.py","Fichier Markdown introuvable","Erreur"
"tests/legacy_root_tests/test_numpy_mock_correction.py","tests/legacy_root_tests/test_numpy_mock_correction.py","Fichier Markdown introuvable","Erreur"
"tests/legacy_root_tests/test_timeout_detector.py","tests/legacy_root_tests/test_timeout_detector.py","Fichier Markdown introuvable","Erreur"
"tests/corrections_appliquees/test_corrections_final.py","tests/corrections_appliquees/test_corrections_final.py","Fichier Markdown introuvable","Erreur"
"tests/corrections_appliquees/test_corrections_simple.py","tests/corrections_appliquees/test_corrections_simple.py","Fichier Markdown introuvable","Erreur"
"tests/corrections_appliquees/test_corrections_targeted.py","tests/corrections_appliquees/test_corrections_targeted.py","Fichier Markdown introuvable","Erreur"
"tests/enhanced_mock_fixes.py","tests/enhanced_mock_fixes.py","Fichier Markdown introuvable","Erreur"
"tests/enhanced_mock_fixes.py","tests/enhanced_mock_fixes.py","Fichier Markdown introuvable","Erreur"
"tests/enhanced_mock_fixes.py","tests/enhanced_mock_fixes.py","Fichier Markdown introuvable","Erreur"
"tests/mocks/state_mocks.py","tests/mocks/state_mocks.py","Fichier Markdown introuvable","Erreur"
"tests/enhanced_mock_fixes.py","tests/enhanced_mock_fixes.py","Fichier Markdown introuvable","Erreur"
"tests/enhanced_mock_fixes.py","tests/enhanced_mock_fixes.py","Fichier Markdown introuvable","Erreur"
"tests/corrections_appliquees/test_corrections_validation_finale.py","tests/corrections_appliquees/test_corrections_validation_finale.py","Fichier Markdown introuvable","Erreur"
"tests/corrections_appliquees/test_final_100_percent.py","tests/corrections_appliquees/test_final_100_percent.py","Fichier Markdown introuvable","Erreur"
"tests/corrections_appliquees/test_final_comprehensive.py","tests/corrections_appliquees/test_final_comprehensive.py","Fichier Markdown introuvable","Erreur"
"tests/corrections_appliquees/test_final_comprehensive.py","tests/corrections_appliquees/test_final_comprehensive.py","Fichier Markdown introuvable","Erreur"
"tests/corrections_appliquees/test_final_comprehensive.py","tests/corrections_appliquees/test_final_comprehensive.py","Fichier Markdown introuvable","Erreur"
"tests/corrections_appliquees/validation_finale_complete.py","tests/corrections_appliquees/validation_finale_complete.py","Fichier Markdown introuvable","Erreur"
"tests/corrections_appliquees/validation_finale_complete.py","tests/corrections_appliquees/validation_finale_complete.py","Fichier Markdown introuvable","Erreur"
"tests/corrections_appliquees/validation_finale_complete.py","tests/corrections_appliquees/validation_finale_complete.py","Fichier Markdown introuvable","Erreur"
"tests/dev_utils/test_code_formatting_utils.py","tests/dev_utils/test_code_formatting_utils.py","Fichier Markdown introuvable","Erreur"
"tests/dev_utils/test_code_validation.py","tests/dev_utils/test_code_validation.py","Fichier Markdown introuvable","Erreur"
"tests/dev_utils/test_encoding_utils.py","tests/dev_utils/test_encoding_utils.py","Fichier Markdown introuvable","Erreur"
"tests/dev_utils/test_format_utils.py","tests/dev_utils/test_format_utils.py","Fichier Markdown introuvable","Erreur"
"tests/project_core/utils/test_file_utils.py","tests/project_core/utils/test_file_utils.py","Fichier Markdown introuvable","Erreur"
"tests/project_core/utils/test_file_utils.py","tests/project_core/utils/test_file_utils.py","Fichier Markdown introuvable","Erreur"
"tests/project_core/utils/test_file_utils.py","tests/project_core/utils/test_file_utils.py","Fichier Markdown introuvable","Erreur"
"tests/unit/project_core/utils/test_file_utils.py","tests/unit/project_core/utils/test_file_utils.py","Fichier Markdown introuvable","Erreur"
"tests/unit/orchestration/hierarchical/operational/adapters/README.md","tests/unit/orchestration/hierarchical/operational/adapters/README.md","Fichier Markdown introuvable","Erreur"
"tests/unit/orchestration/hierarchical/tactical/README.md","tests/unit/orchestration/hierarchical/tactical/README.md","Fichier Markdown introuvable","Erreur"
"tests/unit/orchestration/tactical/README.md","tests/unit/orchestration/tactical/README.md","Fichier Markdown introuvable","Erreur"
"tests/unit/project_core/ui/README.md","tests/unit/project_core/ui/README.md","Fichier Markdown introuvable","Erreur"
"tests/support/octave_installer.py","tests/support/octave_installer.py","Fichier Markdown introuvable","Erreur"
"tests/enhanced_mock_fixes.py","tests/enhanced_mock_fixes.py","Fichier Markdown introuvable","Erreur"
"tests/project_core/utils/test_file_utils.py","tests/project_core/utils/test_file_utils.py","Fichier Markdown introuvable","Erreur"
"tests/unit/project_core/utils/test_file_utils.py","tests/unit/project_core/utils/test_file_utils.py","Fichier Markdown introuvable","Erreur"
"tests/project_core/dev_utils/test_dev_utils.py","tests/project_core/dev_utils/test_dev_utils.py","Fichier Markdown introuvable","Erreur"
"tests/unit/project_core/dev_utils/test_dev_utils.py","tests/unit/project_core/dev_utils/test_dev_utils.py","Fichier Markdown introuvable","Erreur"
"tests/legacy_root_tests/test_corrections_validation.py","tests/legacy_root_tests/test_corrections_validation.py","Fichier Markdown introuvable","Erreur"
"tests/legacy_root_tests/test_corrections_validation.py","tests/legacy_root_tests/test_corrections_validation.py","Fichier Markdown introuvable","Erreur"
"tests/legacy_root_tests/test_numpy_mock_correction.py","tests/legacy_root_tests/test_numpy_mock_correction.py","Fichier Markdown introuvable","Erreur"
"tests/legacy_root_tests/test_numpy_mock_correction.py","tests/legacy_root_tests/test_numpy_mock_correction.py","Fichier Markdown introuvable","Erreur"
"tests/legacy_root_tests/test_numpy_mock_correction.py","tests/legacy_root_tests/test_numpy_mock_correction.py","Fichier Markdown introuvable","Erreur"
"tests/enhanced_mock_fixes.py","tests/enhanced_mock_fixes.py","Fichier Markdown introuvable","Erreur"
"tests/enhanced_mock_fixes.py","tests/enhanced_mock_fixes.py","Fichier Markdown introuvable","Erreur"
"tests/utils/test_data_generators.py","tests/utils/test_data_generators.py","Fichier Markdown introuvable","Erreur"
"tests/utils/test_helpers.py","tests/utils/test_helpers.py","Fichier Markdown introuvable","Erreur"
"tests/utils/test_data_generators.py","tests/utils/test_data_generators.py","Fichier Markdown introuvable","Erreur"
"tests/support/data_generators.py","tests/support/data_generators.py","Fichier Markdown introuvable","Erreur"
"tests/utils/test_helpers.py","tests/utils/test_helpers.py","Fichier Markdown introuvable","Erreur"
"tests/support/common_test_helpers.py","tests/support/common_test_helpers.py","Fichier Markdown introuvable","Erreur"
"tests/utils/portable_tools.py","tests/utils/portable_tools.py","Fichier Markdown introuvable","Erreur"
"tests/utils/portable_tools.py","tests/utils/portable_tools.py","Fichier Markdown introuvable","Erreur"
"../../tests/agents/tools/analysis/enhanced/test_enhanced_contextual_fallacy_analyzer.py","../../tests/agents/tools/analysis/enhanced/test_enhanced_contextual_fallacy_analyzer.py","Fichier Markdown introuvable","Erreur"
"../../tests/agents/tools/analysis/enhanced/test_enhanced_fallacy_severity_evaluator.py","../../tests/agents/tools/analysis/enhanced/test_enhanced_fallacy_severity_evaluator.py","Fichier Markdown introuvable","Erreur"
"../../tests/agents/tools/analysis/enhanced/test_enhanced_complex_fallacy_analyzer.py","../../tests/agents/tools/analysis/enhanced/test_enhanced_complex_fallacy_analyzer.py","Fichier Markdown introuvable","Erreur"
"../../tests/integration/jpype_tweety/test_logic_operations.py","../../tests/integration/jpype_tweety/test_logic_operations.py","Fichier Markdown introuvable","Erreur"
"argumentation_analysis/tests/test_communication_integration.py","argumentation_analysis/tests/test_communication_integration.py","Fichier Markdown introuvable","Erreur"
"argumentation_analysis/tests/test_communication_integration.py","argumentation_analysis/tests/test_communication_integration.py","Fichier Markdown introuvable","Erreur"
"tests/unit/project_core/utils/test_file_utils.py","tests/unit/project_core/utils/test_file_utils.py","Fichier Markdown introuvable","Erreur"
"../../tests/unit/project_core/utils/test_file_utils.py","../../tests/unit/project_core/utils/test_file_utils.py","Fichier Markdown introuvable","Erreur"
"../../tests/integration/test_logic_agents_integration.py","../../tests/integration/test_logic_agents_integration.py","Fichier Markdown introuvable","Erreur"
"../../tests/integration/test_logic_agents_integration.py","../../tests/integration/test_logic_agents_integration.py","Fichier Markdown introuvable","Erreur"
"../../tests/integration/test_logic_agents_integration.py","../../tests/integration/test_logic_agents_integration.py","Fichier Markdown introuvable","Erreur"
"tests/test_tactical_monitor.py","tests/test_tactical_monitor.py","Fichier Markdown introuvable","Erreur"
"tests/test_tactical_monitor_advanced.py","tests/test_tactical_monitor_advanced.py","Fichier Markdown introuvable","Erreur"
"tests/unit/project_core/utils/test_file_utils.py","tests/unit/project_core/utils/test_file_utils.py","Fichier Markdown introuvable","Erreur"
"tests/unit/project_core/utils/test_file_utils.py","tests/unit/project_core/utils/test_file_utils.py","Fichier Markdown introuvable","Erreur"
"tests/unit/project_core/utils/test_file_utils.py","tests/unit/project_core/utils/test_file_utils.py","Fichier Markdown introuvable","Erreur"
"tests/unit/project_core/utils/test_file_utils.py","tests/unit/project_core/utils/test_file_utils.py","Fichier Markdown introuvable","Erreur"
"tests/unit/project_core/utils/test_file_utils.py","tests/unit/project_core/utils/test_file_utils.py","Fichier Markdown introuvable","Erreur"
"tests/unit/project_core/utils/test_file_utils.py","tests/unit/project_core/utils/test_file_utils.py","Fichier Markdown introuvable","Erreur"
"tests/unit/project_core/utils/test_file_utils.py","tests/unit/project_core/utils/test_file_utils.py","Fichier Markdown introuvable","Erreur"
"services/web_api/tests/test_endpoints.py","services/web_api/tests/test_endpoints.py","Fichier Markdown introuvable","Erreur"
"services/web_api/tests/test_services.py","services/web_api/tests/test_services.py","Fichier Markdown introuvable","Erreur"
"services/web_api/tests/test_endpoints.py","services/web_api/tests/test_endpoints.py","Fichier Markdown introuvable","Erreur"
"tests/unit/argumentation_analysis/logic/test_my_module.py","tests/unit/argumentation_analysis/logic/test_my_module.py","Fichier Markdown introuvable","Erreur"
"argumentation_analysis/tests/run_fixed_tests.py","argumentation_analysis/tests/run_fixed_tests.py","Fichier Markdown introuvable","Erreur"
"argumentation_analysis/tests/test_async_communication_timeout_fix.py","argumentation_analysis/tests/test_async_communication_timeout_fix.py","Fichier Markdown introuvable","Erreur"
"argumentation_analysis/tests/test_mock_communication.py","argumentation_analysis/tests/test_mock_communication.py","Fichier Markdown introuvable","Erreur"
"argumentation_analysis/tests/update_rapport_suivi.py","argumentation_analysis/tests/update_rapport_suivi.py","Fichier Markdown introuvable","Erreur"
"tests/test_load_extract_definitions.py","tests/test_load_extract_definitions.py","Fichier Markdown introuvable","Erreur"
"argumentation_analysis/tests/test_async_communication_timeout_fix.py","argumentation_analysis/tests/test_async_communication_timeout_fix.py","Fichier Markdown introuvable","Erreur"
"argumentation_analysis/tests/test_mock_communication.py","argumentation_analysis/tests/test_mock_communication.py","Fichier Markdown introuvable","Erreur"
"../argumentation_analysis/tests/test_jvm_example.py","../argumentation_analysis/tests/test_jvm_example.py","Fichier Markdown introuvable","Erreur"
"tests/scripts/test_script_name.py","tests/scripts/test_script_name.py","Fichier Markdown introuvable","Erreur"
"../tests/README.md","../tests/README.md","Fichier Markdown introuvable","Erreur"
"tests/requirements-test.txt","tests/requirements-test.txt","Fichier Markdown introuvable","Erreur"
"tests/test_basic.py","tests/test_basic.py","Fichier Markdown introuvable","Erreur"
"tests/test_endpoints.py","tests/test_endpoints.py","Fichier Markdown introuvable","Erreur"
"tests/test_services.py","tests/test_services.py","Fichier Markdown introuvable","Erreur"
"tests/requirements-test.txt","tests/requirements-test.txt","Fichier Markdown introuvable","Erreur"
"tests/integration/test_tactical_operational_integration.py","tests/integration/test_tactical_operational_integration.py","Fichier Markdown introuvable","Erreur"
"tests/unit/mon_module/test_ma_fonction.py","tests/unit/mon_module/test_ma_fonction.py","Fichier Markdown introuvable","Erreur"
"tests/unit/mon_module/test_ma_fonction.py","tests/unit/mon_module/test_ma_fonction.py","Fichier Markdown introuvable","Erreur"
"../docs/tests/plan_action_tests.md","../docs/tests/plan_action_tests.md","Fichier Markdown introuvable","Erreur"
"tests/utils/test_helpers.py","tests/utils/test_helpers.py","Fichier Markdown introuvable","Erreur"
"tests/utils/test_helpers.py","tests/utils/test_helpers.py","Fichier Markdown introuvable","Erreur"
"tests/integration/test_tactical_operational_integration.py","tests/integration/test_tactical_operational_integration.py","Fichier Markdown introuvable","Erreur"
"tests/test_tactical_coordinator.py","tests/test_tactical_coordinator.py","Fichier Markdown introuvable","Erreur"
"tests/test_tactical_monitor.py","tests/test_tactical_monitor.py","Fichier Markdown introuvable","Erreur"
"tests/test_tactical_resolver.py","tests/test_tactical_resolver.py","Fichier Markdown introuvable","Erreur"
"tests/test_extract_agent_adapter.py","tests/test_extract_agent_adapter.py","Fichier Markdown introuvable","Erreur"
"tests/test_enhanced_complex_fallacy_analyzer.py","tests/test_enhanced_complex_fallacy_analyzer.py","Fichier Markdown introuvable","Erreur"
"tests/test_informal_definitions.py","tests/test_informal_definitions.py","Fichier Markdown introuvable","Erreur"
"tests/mocks/numpy_mock.py","tests/mocks/numpy_mock.py","Fichier Markdown introuvable","Erreur"
"tests/test_tactical_coordinator.py","tests/test_tactical_coordinator.py","Fichier Markdown introuvable","Erreur"
"tests/test_tactical_monitor.py","tests/test_tactical_monitor.py","Fichier Markdown introuvable","Erreur"
"tests/test_tactical_resolver.py","tests/test_tactical_resolver.py","Fichier Markdown introuvable","Erreur"
"tests/test_extract_agent_adapter.py","tests/test_extract_agent_adapter.py","Fichier Markdown introuvable","Erreur"
"tests/test_enhanced_complex_fallacy_analyzer.py","tests/test_enhanced_complex_fallacy_analyzer.py","Fichier Markdown introuvable","Erreur"
"tests/test_informal_definitions.py","tests/test_informal_definitions.py","Fichier Markdown introuvable","Erreur"
"tests/test_bias_detector_agent.py","tests/test_bias_detector_agent.py","Fichier Markdown introuvable","Erreur"
"tests/test_operational_agents_integration.py","tests/test_operational_agents_integration.py","Fichier Markdown introuvable","Erreur"
"tests/tools/test_rhetorical_tools_performance.py","tests/tools/test_rhetorical_tools_performance.py","Fichier Markdown introuvable","Erreur"
"tests/tools/test_enhanced_complex_fallacy_analyzer.py","tests/tools/test_enhanced_complex_fallacy_analyzer.py","Fichier Markdown introuvable","Erreur"
"./performance_tests/rapport_synthese_manuel.md","./performance_tests/rapport_synthese_manuel.md","Fichier Markdown introuvable","Erreur"
"tests/test_load_extract_definitions.py","tests/test_load_extract_definitions.py","Fichier Markdown introuvable","Erreur"
"tests/test_numpy_rec_mock.py","tests/test_numpy_rec_mock.py","Fichier Markdown introuvable","Erreur"
